+-----+---------------------+-------------------------+-------------------+-----------------------+--------------+------------------------+------------------------+------------------+----------------------+
|     |   client_latency_ms |   configured_batch_size |   mean_batch_size |   mean_throughput_qps | model_name   |   num_cpus_per_replica |   num_gpus_per_replica |   p99_latency_ms |   std_throughput_qps |
| 108 |            4664.84  |                      16 |          15.9744  |              1939.77  | elastic-net  |                      3 |                      1 |          5.60745 |             1447.34  |
| 109 |            4721.56  |                      32 |          31.9733  |              2813.28  | elastic-net  |                      3 |                      1 |         10.5672  |             2211.02  |
| 110 |            4690.82  |                      32 |          31.9744  |              2105.39  | elastic-net  |                      3 |                      1 |          9.91648 |             1619.68  |
| 111 |            6326.46  |                       8 |           7.99829 |              1610.09  | elastic-net  |                      4 |                      1 |          4.34357 |             1103.05  |
| 112 |            6235.87  |                       8 |           7.99805 |              1217.52  | elastic-net  |                      4 |                      1 |          3.77314 |              675.169 |
| 113 |            4024.46  |                      16 |          15.9937  |              1855.43  | elastic-net  |                      4 |                      1 |          5.5647  |             1425.35  |
| 114 |            4333.03  |                      16 |          15.9936  |              1728.38  | elastic-net  |                      4 |                      1 |          5.42614 |             1115.14  |
| 115 |            3613.31  |                      32 |          31.6957  |              1988.77  | elastic-net  |                      4 |                      1 |         11.5627  |             1159.34  |
| 116 |            6887.65  |                       8 |           7.99829 |              1091.44  | elastic-net  |                      5 |                      1 |          4.47121 |              439.808 |
| 117 |            6429.92  |                       8 |           7.99805 |              1473.87  | elastic-net  |                      5 |                      1 |          4.47121 |             1105.92  |
| 118 |            4768.88  |                      16 |          15.994   |              1940.13  | elastic-net  |                      5 |                      1 |          6.5692  |             1357.73  |
| 119 |            5138.74  |                      16 |          15.9936  |              1785.62  | elastic-net  |                      5 |                      1 |          6.54726 |             1114.14  |
| 120 |            4448.14  |                      32 |          31.9735  |              2179.73  | elastic-net  |                      5 |                      1 |          9.48983 |             1461.7   |
| 121 |            5228.39  |                      32 |          31.9744  |              2073.61  | elastic-net  |                      5 |                      1 |          9.27204 |             1393.77  |
+-----+---------------------+-------------------------+-------------------+-----------------------+--------------+------------------------+------------------------+------------------+----------------------+
